"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Newman","MRSA252","HO_5096_0412","S0385"
"Cluster_2611","","","3","5","1.66666666666667","","","","","","","","","","MRSA252_+_+_MRSA252_00083_+_+_MRSA252_00084_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01812_+_+_HO_5096_0412_01813_+_+_CO_F	HO_5096_0412_+_+_HO_5096_0412_01858_+_+_HO_5096_0412_01859_+_+_CO_F	HO_5096_0412_+_+_HO_5096_0412_02018_+_+_HO_5096_0412_02019_+_+_CO_F","S0385_+_+_S0385_01915_+_+_S0385_01916_+_+_CO_R"
"Cluster_1198","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01409_+_+_Newman_01410_+_+_DT","MRSA252_+_+_MRSA252_01405_+_+_MRSA252_01406_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01322_+_+_HO_5096_0412_01323_+_+_DT",""
"Cluster_1087","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01930_+_+_MRSA252_01931_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01832_+_+_HO_5096_0412_01833_+_+_DP","S0385_+_+_S0385_01941_+_+_S0385_01942_+_+_DP"
"Cluster_2272","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00982_+_+_Newman_00983_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_00929_+_+_HO_5096_0412_00930_+_+_CO_R","S0385_+_+_S0385_01070_+_+_S0385_01071_+_+_CO_R"
"Cluster_885","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02799_+_+_Newman_02800_+_+_CO_R","MRSA252_+_+_MRSA252_02804_+_+_MRSA252_02805_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02735_+_+_HO_5096_0412_02736_+_+_CO_R",""
"Cluster_1707","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01025_+_+_MRSA252_01026_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00935_+_+_HO_5096_0412_00936_+_+_CO_R","S0385_+_+_S0385_01077_+_+_S0385_01078_+_+_CO_R"
"Cluster_212","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01770_+_+_Newman_01771_+_+_CO_R","MRSA252_+_+_MRSA252_01845_+_+_MRSA252_01846_+_+_CO_R","","S0385_+_+_S0385_01853_+_+_S0385_01854_+_+_CO_R"
"Cluster_1231","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02603_+_+_MRSA252_02604_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02514_+_+_HO_5096_0412_02515_+_+_DP","S0385_+_+_S0385_02576_+_+_S0385_02577_+_+_DP"
"Cluster_1815","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01393_+_+_Newman_01394_+_+_DT","MRSA252_+_+_MRSA252_01389_+_+_MRSA252_01390_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01306_+_+_HO_5096_0412_01307_+_+_DT",""
"Cluster_1600","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00126_+_+_Newman_00127_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00151_+_+_HO_5096_0412_00152_+_+_CO_F","S0385_+_+_S0385_00195_+_+_S0385_00196_+_+_CO_F"
"Cluster_1793","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02702_+_+_Newman_02703_+_+_DT","MRSA252_+_+_MRSA252_02705_+_+_MRSA252_02706_+_+_DT","","S0385_+_+_S0385_02684_+_+_S0385_02685_+_+_DT"
"Cluster_2303","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01508_+_+_Newman_01509_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_01490_+_+_HO_5096_0412_01491_+_+_DT","S0385_+_+_S0385_01593_+_+_S0385_01594_+_+_DT"
"Cluster_1737","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01098_+_+_MRSA252_01099_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01007_+_+_HO_5096_0412_01008_+_+_DT","S0385_+_+_S0385_01149_+_+_S0385_01150_+_+_DT"
"Cluster_567","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02057_+_+_Newman_02058_+_+_DP","MRSA252_+_+_MRSA252_02065_+_+_MRSA252_02066_+_+_DP","","S0385_+_+_S0385_02101_+_+_S0385_02102_+_+_DP"
"Cluster_2375","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00272_+_+_MRSA252_00273_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00248_+_+_HO_5096_0412_00249_+_+_CO_R","S0385_+_+_S0385_00294_+_+_S0385_00295_+_+_CO_R"
"Cluster_176","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02431_+_+_MRSA252_02432_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02344_+_+_HO_5096_0412_02345_+_+_CO_R","S0385_+_+_S0385_02412_+_+_S0385_02413_+_+_CO_R"
"Cluster_1407","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01833_+_+_MRSA252_01834_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01738_+_+_HO_5096_0412_01739_+_+_CO_R","S0385_+_+_S0385_01841_+_+_S0385_01842_+_+_CO_R"
"Cluster_725","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02588_+_+_MRSA252_02589_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02497_+_+_HO_5096_0412_02498_+_+_CO_R","S0385_+_+_S0385_02561_+_+_S0385_02562_+_+_CO_R"
"Cluster_951","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02598_+_+_Newman_02599_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_02520_+_+_HO_5096_0412_02521_+_+_DP","S0385_+_+_S0385_02589_+_+_S0385_02590_+_+_DP"
"Cluster_746","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00256_+_+_MRSA252_00257_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00232_+_+_HO_5096_0412_00233_+_+_CO_F","S0385_+_+_S0385_00278_+_+_S0385_00279_+_+_CO_F"
"Cluster_2495","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02073_+_+_Newman_02074_+_+_CO_R","MRSA252_+_+_MRSA252_02081_+_+_MRSA252_02082_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01993_+_+_HO_5096_0412_01994_+_+_CO_R",""
"Cluster_864","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00014_+_+_Newman_00015_+_+_CO_F","MRSA252_+_+_MRSA252_00014_+_+_MRSA252_00015_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00014_+_+_HO_5096_0412_00015_+_+_CO_F",""
"Cluster_1683","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00772_+_+_MRSA252_00773_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00683_+_+_HO_5096_0412_00684_+_+_CO_F","S0385_+_+_S0385_00820_+_+_S0385_00821_+_+_CO_F"
"Cluster_382","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02621_+_+_Newman_02622_+_+_CO_R","MRSA252_+_+_MRSA252_02625_+_+_MRSA252_02626_+_+_CO_R","","S0385_+_+_S0385_02606_+_+_S0385_02607_+_+_CO_R"
"Cluster_123","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01154_+_+_Newman_01155_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_01035_+_+_HO_5096_0412_01036_+_+_DP","S0385_+_+_S0385_01176_+_+_S0385_01177_+_+_DP"
"Cluster_1360","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02103_+_+_Newman_02104_+_+_CO_R","MRSA252_+_+_MRSA252_02111_+_+_MRSA252_02112_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02029_+_+_HO_5096_0412_02030_+_+_CO_R",""
"Cluster_570","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02203_+_+_Newman_02205_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02132_+_+_HO_5096_0412_02134_+_+_CO_R","S0385_+_+_S0385_02183_+_+_S0385_02185_+_+_CO_R"
"Cluster_1588","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01347_+_+_Newman_01348_+_+_CO_F","MRSA252_+_+_MRSA252_01339_+_+_MRSA252_01340_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01237_+_+_HO_5096_0412_01238_+_+_CO_F",""
"Cluster_105","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02062_+_+_Newman_02063_+_+_CO_R","MRSA252_+_+_MRSA252_02070_+_+_MRSA252_02071_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01983_+_+_HO_5096_0412_01984_+_+_CO_R",""
"Cluster_2435","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02396_+_+_MRSA252_02397_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02309_+_+_HO_5096_0412_02310_+_+_DP","S0385_+_+_S0385_02375_+_+_S0385_02376_+_+_DP"
"Cluster_700","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00110_+_+_MRSA252_00111_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00081_+_+_HO_5096_0412_00082_+_+_DP","S0385_+_+_S0385_00126_+_+_S0385_00127_+_+_DP"
"Cluster_607","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02816_+_+_MRSA252_02817_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02743_+_+_HO_5096_0412_02744_+_+_DP","S0385_+_+_S0385_02792_+_+_S0385_02793_+_+_DP"
"Cluster_1408","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00045_+_+_Newman_00046_+_+_CO_F","MRSA252_+_+_MRSA252_00103_+_+_MRSA252_00104_+_+_CO_F","","S0385_+_+_S0385_00119_+_+_S0385_00120_+_+_CO_F"
"Cluster_2019","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01426_+_+_Newman_01427_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_01338_+_+_HO_5096_0412_01339_+_+_CO_R","S0385_+_+_S0385_01446_+_+_S0385_01447_+_+_CO_R"
"Cluster_2385","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00137_+_+_Newman_00138_+_+_CO_R","MRSA252_+_+_MRSA252_00187_+_+_MRSA252_00188_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00162_+_+_HO_5096_0412_00163_+_+_CO_R",""
"Cluster_1117","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00911_+_+_Newman_00912_+_+_DT","MRSA252_+_+_MRSA252_00939_+_+_MRSA252_00940_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00853_+_+_HO_5096_0412_00854_+_+_DT",""
"Cluster_1302","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02003_+_+_MRSA252_02004_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01909_+_+_HO_5096_0412_01910_+_+_DP","S0385_+_+_S0385_02015_+_+_S0385_02016_+_+_DP"
"Cluster_894","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02608_+_+_Newman_02609_+_+_DP","MRSA252_+_+_MRSA252_02620_+_+_MRSA252_02621_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02534_+_+_HO_5096_0412_02535_+_+_DP",""
"Cluster_2557","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_00421_+_+_MRSA252_00422_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00377_+_+_HO_5096_0412_00378_+_+_CO_F","S0385_+_+_S0385_00505_+_+_S0385_00506_+_+_CO_F	S0385_+_+_S0385_00506_+_+_S0385_00507_+_+_CO_F"
"Cluster_2659","","","3","4","1.33333333333333","","","","","","","","","","MRSA252_+_+_MRSA252_01289_+_+_MRSA252_01290_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01286_+_+_HO_5096_0412_01287_+_+_CO_F","S0385_+_+_S0385_00083_+_+_S0385_00084_+_+_CO_R	S0385_+_+_S0385_02081_+_+_S0385_02082_+_+_CO_R"
"Cluster_624","","","3","3","1","","","","","","","","","Newman_+_+_Newman_00927_+_+_Newman_00928_+_+_CO_F","MRSA252_+_+_MRSA252_00961_+_+_MRSA252_00962_+_+_CO_F","","S0385_+_+_S0385_01017_+_+_S0385_01018_+_+_CO_F"
"Cluster_1733","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00352_+_+_MRSA252_00353_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00327_+_+_HO_5096_0412_00328_+_+_CO_F","S0385_+_+_S0385_00442_+_+_S0385_00443_+_+_CO_F"
"Cluster_1433","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00196_+_+_MRSA252_00197_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00170_+_+_HO_5096_0412_00171_+_+_CO_F","S0385_+_+_S0385_00218_+_+_S0385_00219_+_+_CO_F"
"Cluster_1931","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_00266_+_+_MRSA252_00267_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00242_+_+_HO_5096_0412_00243_+_+_DT","S0385_+_+_S0385_00288_+_+_S0385_00289_+_+_DT"
"Cluster_993","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_02510_+_+_MRSA252_02511_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02419_+_+_HO_5096_0412_02420_+_+_CO_F","S0385_+_+_S0385_02486_+_+_S0385_02487_+_+_CO_F"
"Cluster_2110","","","3","3","1","","","","","","","","","","MRSA252_+_+_MRSA252_01828_+_+_MRSA252_01829_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01959_+_+_HO_5096_0412_01960_+_+_DP","S0385_+_+_S0385_02063_+_+_S0385_02064_+_+_DP"
"Cluster_651","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01545_+_+_Newman_01546_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_01527_+_+_HO_5096_0412_01528_+_+_DT","S0385_+_+_S0385_01630_+_+_S0385_01631_+_+_DT"
"Cluster_1072","","","3","3","1","","","","","","","","","Newman_+_+_Newman_02591_+_+_Newman_02592_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02513_+_+_HO_5096_0412_02514_+_+_CO_R","S0385_+_+_S0385_02575_+_+_S0385_02576_+_+_CO_R"
"Cluster_220","","","3","3","1","","","","","","","","","Newman_+_+_Newman_01462_+_+_Newman_01463_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_01374_+_+_HO_5096_0412_01375_+_+_DT","S0385_+_+_S0385_01480_+_+_S0385_01481_+_+_DT"
"Cluster_1420","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02120_+_+_Newman_02121_+_+_CO_F","MRSA252_+_+_MRSA252_02128_+_+_MRSA252_02129_+_+_CO_F","",""
"Cluster_493","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_00029_+_+_MRSA252_00030_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00029_+_+_HO_5096_0412_00030_+_+_CO_F",""
"Cluster_2134","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02814_+_+_MRSA252_02815_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02741_+_+_HO_5096_0412_02742_+_+_CO_F",""
"Cluster_108","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01693_+_+_MRSA252_01694_+_+_CO_R","","S0385_+_+_S0385_01715_+_+_S0385_01716_+_+_CO_R"
"Cluster_1680","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02647_+_+_Newman_02648_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_02572_+_+_HO_5096_0412_02573_+_+_DT",""
"Cluster_187","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01576_+_+_HO_5096_0412_01577_+_+_CO_R","S0385_+_+_S0385_01679_+_+_S0385_01680_+_+_CO_R"
"Cluster_2332","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00160_+_+_Newman_00161_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00185_+_+_HO_5096_0412_00186_+_+_CO_F",""
"Cluster_504","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02813_+_+_Newman_02814_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_02744_+_+_HO_5096_0412_02745_+_+_DT",""
"Cluster_1893","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02817_+_+_Newman_02818_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_02748_+_+_HO_5096_0412_02749_+_+_DT",""
"Cluster_780","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02447_+_+_MRSA252_02448_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02359_+_+_HO_5096_0412_02360_+_+_DP",""
"Cluster_411","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_00609_+_+_MRSA252_00610_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00558_+_+_HO_5096_0412_00559_+_+_CO_F",""
"Cluster_585","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02613_+_+_Newman_02614_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02539_+_+_HO_5096_0412_02540_+_+_CO_R",""
"Cluster_2213","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02562_+_+_Newman_02563_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_02484_+_+_HO_5096_0412_02485_+_+_DT",""
"Cluster_21","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02132_+_+_Newman_02133_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02058_+_+_HO_5096_0412_02059_+_+_CO_R",""
"Cluster_631","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02189_+_+_Newman_02190_+_+_DT","","HO_5096_0412_+_+_HO_5096_0412_02118_+_+_HO_5096_0412_02119_+_+_DT",""
"Cluster_282","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00983_+_+_Newman_00984_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_00930_+_+_HO_5096_0412_00931_+_+_CO_R",""
"Cluster_4","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01398_+_+_Newman_01399_+_+_CO_R","","","S0385_+_+_S0385_01418_+_+_S0385_01419_+_+_CO_R"
"Cluster_1134","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00397_+_+_Newman_00398_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_00343_+_+_HO_5096_0412_00344_+_+_CO_R",""
"Cluster_2086","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00313_+_+_HO_5096_0412_00314_+_+_CO_R","S0385_+_+_S0385_00428_+_+_S0385_00429_+_+_CO_R"
"Cluster_465","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00196_+_+_Newman_00197_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00222_+_+_HO_5096_0412_00223_+_+_CO_F",""
"Cluster_341","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00971_+_+_Newman_00972_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_00917_+_+_HO_5096_0412_00918_+_+_DP",""
"Cluster_616","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02634_+_+_Newman_02635_+_+_CO_F","","","S0385_+_+_S0385_02620_+_+_S0385_02621_+_+_CO_F"
"Cluster_1656","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00453_+_+_Newman_00454_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00392_+_+_HO_5096_0412_00393_+_+_CO_F",""
"Cluster_2705","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00433_+_+_Newman_00434_+_+_CO_F","MRSA252_+_+_MRSA252_00422_+_+_MRSA252_00423_+_+_CO_F","",""
"Cluster_2353","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02398_+_+_Newman_02399_+_+_CO_R","","","S0385_+_+_S0385_02383_+_+_S0385_02384_+_+_CO_R"
"Cluster_996","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02610_+_+_MRSA252_02611_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02518_+_+_HO_5096_0412_02519_+_+_CO_R",""
"Cluster_2702","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02392_+_+_Newman_02393_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02311_+_+_HO_5096_0412_02312_+_+_CO_R",""
"Cluster_2390","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01545_+_+_MRSA252_01546_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01467_+_+_HO_5096_0412_01468_+_+_DP",""
"Cluster_1876","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01493_+_+_MRSA252_01494_+_+_CO_R","","S0385_+_+_S0385_00397_+_+_S0385_00398_+_+_CO_F"
"Cluster_2329","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00616_+_+_Newman_00617_+_+_CO_F","","","S0385_+_+_S0385_00687_+_+_S0385_00688_+_+_CO_F"
"Cluster_348","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01718_+_+_MRSA252_01719_+_+_CO_R","","S0385_+_+_S0385_01740_+_+_S0385_01741_+_+_CO_R"
"Cluster_976","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01048_+_+_Newman_01049_+_+_DP","","HO_5096_0412_+_+_HO_5096_0412_00995_+_+_HO_5096_0412_00996_+_+_DP",""
"Cluster_2322","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02140_+_+_MRSA252_02141_+_+_CO_R","","S0385_+_+_S0385_02109_+_+_S0385_02110_+_+_CO_R"
"Cluster_1742","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02777_+_+_Newman_02778_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_02713_+_+_HO_5096_0412_02714_+_+_CO_F",""
"Cluster_2474","","","2","3","1.5","","","","","","","","","Newman_+_+_Newman_01069_+_+_Newman_01070_+_+_DP	Newman_+_+_Newman_02110_+_+_Newman_02111_+_+_DP","MRSA252_+_+_MRSA252_02118_+_+_MRSA252_02119_+_+_DP","",""
"Cluster_840","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02497_+_+_MRSA252_02498_+_+_CO_R","","S0385_+_+_S0385_02473_+_+_S0385_02474_+_+_CO_R"
"Cluster_1564","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00169_+_+_HO_5096_0412_00170_+_+_CO_F","S0385_+_+_S0385_00217_+_+_S0385_00218_+_+_CO_F"
"Cluster_637","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00391_+_+_Newman_00392_+_+_CO_F","","","S0385_+_+_S0385_00450_+_+_S0385_00451_+_+_CO_F"
"Cluster_897","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02821_+_+_MRSA252_02822_+_+_DT","","S0385_+_+_S0385_02797_+_+_S0385_02798_+_+_DT"
"Cluster_1124","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00131_+_+_Newman_00132_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_00156_+_+_HO_5096_0412_00157_+_+_CO_R",""
"Cluster_512","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00778_+_+_Newman_00779_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00714_+_+_HO_5096_0412_00715_+_+_CO_F",""
"Cluster_1891","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02491_+_+_MRSA252_02492_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02400_+_+_HO_5096_0412_02401_+_+_DP",""
"Cluster_2310","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00067_+_+_Newman_00068_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_00092_+_+_HO_5096_0412_00093_+_+_CO_F",""
"Cluster_1589","","","2","3","1.5","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_01282_+_+_HO_5096_0412_01283_+_+_CO_F","S0385_+_+_S0385_00088_+_+_S0385_00089_+_+_CO_R	S0385_+_+_S0385_02086_+_+_S0385_02087_+_+_CO_R"
"Cluster_1196","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02820_+_+_MRSA252_02821_+_+_CO_F","","S0385_+_+_S0385_02796_+_+_S0385_02797_+_+_CO_F"
"Cluster_1394","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00238_+_+_Newman_00239_+_+_CO_F","","","S0385_+_+_S0385_00311_+_+_S0385_00312_+_+_CO_F"
"Cluster_1676","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02695_+_+_Newman_02696_+_+_DT","MRSA252_+_+_MRSA252_02698_+_+_MRSA252_02699_+_+_DT","",""
"Cluster_467","","","2","2","1","","","","","","","","","Newman_+_+_Newman_01321_+_+_Newman_01322_+_+_CO_F","","HO_5096_0412_+_+_HO_5096_0412_01211_+_+_HO_5096_0412_01212_+_+_CO_F",""
"Cluster_2232","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00970_+_+_Newman_00971_+_+_DT","MRSA252_+_+_MRSA252_01006_+_+_MRSA252_01007_+_+_DT","",""
"Cluster_328","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02065_+_+_Newman_02067_+_+_CO_R","MRSA252_+_+_MRSA252_02073_+_+_MRSA252_02075_+_+_CO_R","",""
"Cluster_1281","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02423_+_+_Newman_02424_+_+_CO_R","","HO_5096_0412_+_+_HO_5096_0412_02342_+_+_HO_5096_0412_02343_+_+_CO_R",""
"Cluster_2685","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_00030_+_+_MRSA252_00031_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00030_+_+_HO_5096_0412_00031_+_+_DT",""
"Cluster_2525","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02803_+_+_Newman_02804_+_+_CO_R","MRSA252_+_+_MRSA252_02808_+_+_MRSA252_02809_+_+_CO_R","",""
"Cluster_1739","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_01915_+_+_MRSA252_01916_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01817_+_+_HO_5096_0412_01818_+_+_CO_R",""
"Cluster_1029","","","2","2","1","","","","","","","","","","MRSA252_+_+_MRSA252_02063_+_+_MRSA252_02064_+_+_DT","","S0385_+_+_S0385_02100_+_+_S0385_02101_+_+_DT"
"Cluster_1584","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02286_+_+_Newman_02287_+_+_CO_R","","","S0385_+_+_S0385_02277_+_+_S0385_02278_+_+_CO_R"
"Cluster_1213","","","2","2","1","","","","","","","","","","","HO_5096_0412_+_+_HO_5096_0412_00168_+_+_HO_5096_0412_00169_+_+_CO_F","S0385_+_+_S0385_00216_+_+_S0385_00217_+_+_CO_F"
"Cluster_2095","","","2","2","1","","","","","","","","","Newman_+_+_Newman_00367_+_+_Newman_00368_+_+_CO_R","MRSA252_+_+_MRSA252_00338_+_+_MRSA252_00339_+_+_CO_R","",""
"Cluster_227","","","2","2","1","","","","","","","","","Newman_+_+_Newman_02600_+_+_Newman_02601_+_+_CO_R","MRSA252_+_+_MRSA252_02614_+_+_MRSA252_02615_+_+_CO_R","",""
